"fid","CAT_LU","PA","PA_norm","FR.analysis.5_NP","FR.analysis.5_FR","Fragmentation","proximity.analysis.5_PI","Proximity","LC_EVAPO_Evapotranspirating","LC_analysis_ET_score","ET_score_2","SuitKey2","compat_key","unique_compat_Compatibility","Suitability.matrix_2_PLU"
3424,"Woods and shrubs",0.0099239924608426,0.00033484127622944,18,1.409,3,0.078537,"High",99.97,68.943,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
3435,"Woods and shrubs",0.496564594225381,0.0167543781514182,10,1.21,2,0.12258,"High",96.57,65.903,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3437,"Woods and shrubs",0.22992131040472,0.00775767870764031,16,1.356,2,0.282823,"High",99.79,69.8224,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3444,"Farmlands",3.91236155571612,0.132005353848863,20,1.323,2,0.051947,"Low",96.47,60.875,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3446,"Woods and shrubs",0.192752944077618,0.0065035964151117,22,1.493,3,0.046332,"Low",85.9,58.8898,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3452,"Farmlands",0.473390801911676,0.015972480923663,20,1.439,3,0.04514,"Low",99.84,59.1222,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3454,"Farmlands",0.0956256186762119,0.0032264639784958,24,1.542,3,0.047083,"Low",98.73,64.9008,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3459,"Woods and shrubs",0.090450177645807,0.0030518415887158,22,1.497,3,0.045596,"Low",94.48,66.0514,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3462,"Woods and shrubs",0.0117706967496341,0.000397150152754406,23,1.523,3,0.043061,"Low",98.73,67.0374,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3463,"Woods and shrubs",0.00184698510559974,6.23183514473644e-05,22,1.5,3,0.49472,"High",99.51,67.998,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
3478,"Woods and shrubs",0.154107713556076,0.00519968386589608,22,1.495,3,0.059419,"Low",97.35,67.7784,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3483,"Farmlands",1.34690517100128,0.0454453636676592,4,1.046,2,0.090777,"High",99.98,61.2956,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3492,"Woods and shrubs",0.0194929791285504,0.000657704450569832,6,1.135,2,0.05725,"Low",99.37,67.5654,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3516,"Collective spaces",1.28086491427955,0.0432171270047963,7,1.116,2,1.671782,"High",96.82,62.0848,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
3517,"Parks and public gardens",0.563891144665301,0.0190260151122865,11,1.231,2,0.111165,"High",96.07,66.5146,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
3521,"Woods and shrubs",0.00674632797379509,0.000227625028688919,11,1.25,2,0.108568,"High",100,70,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3553,"Parks and public gardens",0.366999359703244,0.0123827717990817,13,1.283,2,0.299133,"High",67.85,43.424,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
3583,"Woods and shrubs",0.0224179109518416,0.000756393351076289,1,1.022,2,0.041667,"Low",89.79,57.4656,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3601,"Farmlands",0.0218406238781492,0.000736915349529168,11,1.249,2,0.271068,"High",83.92,53.7088,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3617,"Parks and public gardens",0.488558077446902,0.016484233619685,13,1.279,2,0.3623,"High",87.09,57.921,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
3654,"Farmlands",0.0147789452267229,0.000498650205606938,18,1.409,3,0.183324,"High",78.32,50.1248,"B","Farmlands_B_3_High","Farmlands_Allotment gardens_B","true","Allotment gardens"
3658,"Woods and shrubs",0.187333690690553,0.00632074765464604,16,1.358,2,0.187051,"High",98.65,67.5742,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3698,"Woods and shrubs",0.818297782568302,0.0276098430074409,21,1.449,3,0.406453,"High",93.73,62.728,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
3710,"Woods and shrubs",0.0826564540257503,0.00278887682188266,17,1.383,3,0.333567,"High",57.87,40.509,"B","Woods and shrubs_B_3_High","Woods and shrubs_Allotment gardens_B","false","Allotment gardens"
3722,"Farmlands",0.604385611446333,0.0203923219681908,23,1.503,3,0.136324,"High",100,64,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
3751,"Woods and shrubs",0.923571824934131,0.0311618504115873,10,1.196,2,0.051721,"Low",99.67,69.5566,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3762,"Woods and shrubs",1.32715269933389,0.0447789037879394,4,1.046,2,0.28498,"High",99.94,68.3708,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3765,"Farmlands",3.01676134251243,0.101787281881987,8,1.08,2,0.046794,"Low",95.57,55.5902,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3766,"Woods and shrubs",0.0514202990988473,0.00173495079145754,6,1.134,2,0.047324,"Low",72.62,48.5948,"B","Woods and shrubs_B_2_Low","Woods and shrubs_Community Supported Agriculture_B","false","Community Supported Agriculture"
3817,"Collective spaces",0.0433169498706702,0.0014615390765654,16,1.363,2,0.378933,"High",99.62,64.0232,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
3841,"Woods and shrubs",5.39198577069853,0.181928735233882,17,1.204,2,0.064128,"Low",94.27,65.9428,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3875,"Farmlands",2.05806799867955,0.0694404110003041,12,1.204,2,0.075162,"High",87.92,54.5321,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3881,"Parks and public gardens",15.7032297837137,0.529836104012557,14,0.788,2,0.054583,"Low",84.64,54.099,"C","Parks and public gardens_C_2_Low","Parks and public gardens_Wild spaces_C","false","Wild spaces"
3885,"Parks and public gardens",0.49642428134467,0.0167496439132339,11,1.233,2,0.071905,"High",91.84,49.8583,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
3906,"Farmlands",1.36261785737585,0.0459755188425459,1,0.977,2,0.123551,"High",99.99,58.6668,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3917,"Parks and public gardens",0.734385698455114,0.0247786004962846,9,1.18,2,0.097918,"High",50.29,32.4988,"A","Parks and public gardens_A_2_High","Parks and public gardens_Informal Recreational areas_A","true","Informal Recreational areas"
3930,"Farmlands",0.344663205877977,0.0116291369809962,11,1.238,2,0.28197,"High",96.59,62.0018,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3932,"Farmlands",0.104330292380395,0.00352016473086637,9,1.201,2,0.110072,"High",98.71,63.1744,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3966,"Woods and shrubs",0.156126227336601,0.00526778969457586,19,1.427,3,0.562225,"High",96.88,66.9834,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
3990,"Woods and shrubs",1.24908201882575,0.0421447536310753,15,1.299,2,0.893515,"High",98.46,68.0808,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
4009,"Parks and public gardens",4.97280946337154,0.167785482882137,34,1.605,3,0.12645,"High",94.31,40.1562,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
4010,"Parks and public gardens",2.10079082836295,0.070881904116282,31,1.634,3,0.171618,"High",80.42,51.962,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
4011,"Parks and public gardens",10.4556235905981,0.352778819680125,21,1.124,2,0.065569,"Low",62.81,39.542,"B","Parks and public gardens_B_2_Low","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
4013,"Parks and public gardens",0.95746450489347,0.0323054091413223,16,1.332,2,0.090286,"High",96.64,64.863,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
4020,"Farmlands",4.00379257080954,0.135090289463399,25,1.433,3,0.059967,"Low",96.01,57.0526,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
4021,"Farmlands",0.149662550049589,0.00504970146441466,20,1.45,3,0.049233,"Low",94.7,62.4536,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
4023,"Farmlands",2.36072743423989,0.0796523163464414,17,1.306,2,0.046115,"Low",98.96,57.623,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
4024,"Farmlands",11.9510756530882,0.403236241843625,14,0.915,2,0.030989,"Low",99.47,58.6238,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
4025,"Farmlands",0.235847854004129,0.00795764373484944,8,1.174,2,0.030436,"Low",91.79,58.3802,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
4040,"Allotment gardens",1.94825156154914,0.0657351405554902,8,1.116,2,0.028365,"Low",93.17,54.1355,"C","Allotment gardens_C_2_Low","Allotment gardens_Wild spaces_C","false","Wild spaces"
4103,"Woods and shrubs",0.390077130663721,0.0131614292105446,11,1.237,2,0.101689,"High",96.76,63.5356,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
4106,"Collective spaces",0.253785942684487,0.00856288527755993,22,1.491,3,0.259611,"High",96.39,62.0114,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
4133,"Collective spaces",0.725899431818642,0.0244922689253778,43,1.953,3,2.123262,"High",54.21,34.6944,"A","Collective spaces_A_3_High","Collective spaces_Micro-forest_A","true","Micro-forest"
4157,"Collective spaces",1.02425310559845,0.0345588953653268,33,1.715,3,0.286794,"High",74.18,47.6886,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
4370,"Collective spaces",0.308070842703813,0.0103944893697818,20,1.445,3,0.140473,"High",99.85,63.9136,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
4588,"Collective spaces",0.334151103519194,0.0112744525348362,15,1.33,2,0.306606,"High",95.68,62.7382,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
4895,"Farmlands",0.0541827071515654,0.00182815604544058,24,1.543,3,0.040129,"Low",86.9,55.616,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
4925,"Woods and shrubs",0.100821699344917,0.00340178276167357,14,1.315,2,0.137086,"High",78.36,50.1504,"B","Woods and shrubs_B_2_High","Woods and shrubs_Community Supported Agriculture_B","false","Community Supported Agriculture"
4930,"Collective spaces",0.354318771184706,0.0119549213689609,39,1.874,3,0.553511,"High",98.5,65.6974,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
5017,"Collective spaces",0.184592866208023,0.00622827064287157,30,1.676,3,0.229542,"High",88.8,56.832,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
5062,"Collective spaces",0.215940214912424,0.00728594841600639,10,1.22,2,0.154473,"High",80.63,51.6032,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
5156,"Allotment gardens",0.417761255008669,0.0140955076637007,3,1.054,2,0.099375,"High",94.16,55.0192,"C","Allotment gardens_C_2_High","Allotment gardens_Wild spaces_C","false","Wild spaces"
5184,"Allotment gardens",0.0255630998824432,0.000862513854458447,17,1.385,3,0.183275,"High",99.47,63.6608,"C","Allotment gardens_C_3_High","Allotment gardens_Urban Gardens_C","false","Urban Gardens"
5204,"Collective spaces",0.0596657794704544,0.00201315809377539,16,1.362,2,0.369325,"High",95.74,61.2736,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10270,"Woods and shrubs",0.0350579574402829,0.00118287586952732,9,1.204,2,0.142072,"High",87.41,55.9424,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
10485,"Parks and public gardens",0.475929840982112,0.0160581495782992,14,1.302,2,0.080149,"High",90.43,57.8752,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
10490,"Parks and public gardens",0.345119046382193,0.0116445173046704,24,1.533,3,0.155764,"High",94.17,60.2688,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10491,"Parks and public gardens",0.274106527100501,0.00924851361176453,16,1.355,2,0.138992,"High",76.62,49.0368,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
10497,"Parks and public gardens",0.169004812008888,0.00570232063005494,10,1.221,2,0.110099,"High",72.86,46.6412,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
10500,"Allotment gardens",2.03185165732989,0.0685558563988951,4,1.022,2,0.067647,"High",99.3,58.6482,"C","Allotment gardens_C_2_High","Allotment gardens_Wild spaces_C","false","Wild spaces"
10502,"Allotment gardens",1.43002147732525,0.0482497561734785,13,1.247,2,0.16768,"High",88.73,51.7658,"B","Allotment gardens_B_2_High","Allotment gardens_Community Supported Agriculture_B","true","Community Supported Agriculture"
10518,"Parks and public gardens",0.609710583521253,0.020571989622362,30,1.661,3,0.153239,"High",97.86,63.2226,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10540,"Parks and public gardens",3.98265483322528,0.13437708990614,17,1.252,2,0.137006,"High",75.39,50.1114,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
10541,"Parks and public gardens",2.68805347522812,0.0906964873028475,29,1.568,3,0.102373,"High",84.33,54.3345,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10543,"Parks and public gardens",0.683329883818443,0.0230559476225212,34,1.75,3,0.437336,"High",74.3,47.552,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
10545,"Parks and public gardens",0.0546591284874827,0.00184423077834379,34,1.771,3,0.805589,"High",98.95,63.328,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10546,"Parks and public gardens",0.456254037689854,0.0153942765341374,36,1.803,3,0.37642,"High",78.83,50.2024,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
10553,"Parks and public gardens",0.227207761222162,0.00766612198034691,36,1.81,3,0.323795,"High",99.99,63.9936,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10556,"Parks and public gardens",0.0261998385098763,0.000883997785998654,34,1.772,3,0.368307,"High",99,63.36,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10561,"Collective spaces",0.484283648823315,0.0163400119124315,35,1.779,3,1.620228,"High",72.91,46.0012,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10565,"Collective spaces",0.278983778739219,0.00941307491807789,32,1.718,3,0.630824,"High",64.02,40.9728,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10573,"Collective spaces",0.229079833616733,0.0077292867915119,36,1.81,3,0.383905,"High",76.84,49.1776,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10577,"Parks and public gardens",0.104001941052324,0.00350908596612764,22,1.496,3,0.249716,"High",94.62,60.5568,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10586,"Farmlands",0.822268148341446,0.027743805457314,31,1.677,3,0.571063,"High",97.49,60.638,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
10587,"Collective spaces",1.76740343471467,0.0596332195965723,33,1.69,3,0.38407,"High",64.39,40.7932,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10592,"Collective spaces",0.271010440633701,0.00914404985406313,33,1.741,3,0.314932,"High",60.41,38.723,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10596,"Parks and public gardens",0.0705570164099336,0.0023806347611471,35,1.793,3,0.72317,"High",99.76,63.8464,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10598,"Parks and public gardens",0.0745740600515157,0.0025161721494436,33,1.747,3,0.300991,"High",90.97,52.7812,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
10600,"Parks and public gardens",0.0975745340339839,0.00329222151592183,36,1.815,3,2.637646,"High",99.37,63.7642,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10602,"Parks and public gardens",0.0708432580247521,0.00239029271967478,42,1.953,3,0.228533,"High",96.36,61.6704,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10603,"Collective spaces",0.308480274513492,0.0104083038371167,34,1.763,3,0.392625,"High",75.12,47.7966,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10606,"Collective spaces",1.27618626720541,0.0430592667319763,30,1.639,3,0.151377,"High",95.89,60.361,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10608,"Collective spaces",0.0324030559003353,0.00109329794779801,27,1.613,3,0.130876,"High",85.5,54.72,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10609,"Collective spaces",0.127049910961092,0.00428673787277712,27,1.61,3,0.154096,"High",90.85,58.144,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10610,"Collective spaces",0.138450561496615,0.00467140245109307,26,1.586,3,0.307822,"High",94.6,60.544,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10613,"Collective spaces",0.107502696547913,0.00362720349216722,24,1.541,3,0.162233,"High",95.86,61.3504,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10614,"Collective spaces",0.165691223510355,0.00559051822732985,24,1.539,3,0.095144,"High",87.89,56.2496,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10626,"Collective spaces",0.208734095743636,0.00704280976503915,37,1.834,3,0.385971,"High",98.06,62.7584,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10628,"Collective spaces",0.0914837846022623,0.00308671608844812,24,1.542,3,0.212426,"High",99.31,63.5584,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10632,"Collective spaces",0.280205176298933,0.00945428558196059,20,1.446,3,3.432942,"High",99.83,63.8912,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10638,"Collective spaces",0.611273595916577,0.0206247265694403,12,1.252,2,0.220867,"High",96.1,61.504,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10643,"Collective spaces",0.41450831982068,0.013985751738942,25,1.554,3,0.365469,"High",86.73,55.5072,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10649,"Collective spaces",0.860296688409165,0.0290269105120246,27,1.585,3,0.776734,"High",87.85,56.224,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10652,"Collective spaces",0.645872898234549,0.0217921271484422,27,1.592,3,0.294075,"High",93.18,60.3006,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10659,"Collective spaces",0.42496433089886,0.0143385436326785,36,1.804,3,0.18689,"High",75.38,48.2432,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10660,"Parks and public gardens",0.192232053693598,0.00648602127066767,42,1.949,3,0.528195,"High",51.5,32.96,"A","Parks and public gardens_A_3_High","Parks and public gardens_Micro-forest_A","false","Micro-forest"
10661,"Parks and public gardens",0.199342867633074,0.00672594426777985,41,1.925,3,0.23516,"High",87.97,56.3008,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10662,"Collective spaces",3.07391277718062,0.103715604520094,36,1.714,3,0.46947,"High",87.33,56.0662,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10663,"Collective spaces",0.702636945990589,0.023707379126875,38,1.84,3,0.204283,"High",95.22,60.9408,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10664,"Parks and public gardens",1.28687641526538,0.0434199585436244,35,1.752,3,0.212421,"High",61.87,39.646,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
10666,"Collective spaces",0.689491271250293,0.0232638364171938,42,1.932,3,0.439864,"High",59.59,38.1376,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10672,"Collective spaces",0.59934306540392,0.0202221835325814,40,1.889,3,0.479733,"High",94.75,60.64,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10675,"Collective spaces",0.70332685407667,0.023730657026867,41,1.908,3,0.397962,"High",98.66,63.1424,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10677,"Collective spaces",0.11304388469985,0.00381416640250224,39,1.882,3,0.45703,"High",99.81,63.8784,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10678,"Collective spaces",0.153493546358427,0.00517896150752159,41,1.927,3,0.792964,"High",99.91,63.9424,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10680,"Collective spaces",0.305331384393491,0.0103020584534521,44,1.99,3,0.496119,"High",91.58,58.6112,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10681,"Collective spaces",0.0967155239712363,0.00326323801690778,39,1.883,3,0.355779,"High",99.94,63.9616,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10684,"Collective spaces",0.310435134797322,0.0104742619598048,40,1.899,3,9.453069,"High",80.81,51.7184,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10685,"Collective spaces",0.13340149426593,0.0045010439867994,39,1.881,3,0.548476,"High",64.56,41.3184,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10688,"Collective spaces",0.193682977160034,0.00653497627210781,38,1.857,3,0.345769,"High",98.49,63.7038,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10696,"Collective spaces",0.0436050064252773,0.00147125827221689,37,1.84,3,0.272631,"High",99.13,63.4432,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10698,"Collective spaces",0.672242957982256,0.0226818682979854,38,1.841,3,0.96896,"High",69.74,44.6336,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10699,"Collective spaces",0.219522246351511,0.00740680823963993,41,1.925,3,0.361609,"High",95.55,61.152,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10703,"Collective spaces",0.703738187905818,0.0237445356694447,38,1.84,3,0.277685,"High",94.55,60.512,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10710,"Collective spaces",1.47549800973137,0.0497841608205437,37,1.791,3,0.22955,"High",90.44,58.4654,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10712,"Collective spaces",0.107524234609667,0.00362793019889473,37,1.837,3,0.215901,"High",96.15,61.536,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10716,"Collective spaces",0.19426123731866,0.00655448710610641,34,1.766,3,0.199928,"High",88.05,56.4756,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10719,"Collective spaces",0.553368092214303,0.018670961203648,35,1.776,3,0.198291,"High",85.97,55.0208,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10720,"Collective spaces",0.0827194255001088,0.00279100151604416,37,1.838,3,0.239968,"High",98.95,63.328,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10721,"Collective spaces",0.217595839962761,0.00734181016791718,35,1.788,3,0.231252,"High",86.61,55.4304,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10722,"Collective spaces",0.329387997755695,0.0111137425767262,34,1.762,3,0.269687,"High",93.92,60.1088,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10723,"Collective spaces",0.543875903484531,0.01835068923639,27,1.596,3,0.343729,"High",95.6,61.184,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10724,"Collective spaces",0.155538922897015,0.00524797370127858,29,1.654,3,0.257887,"High",62.64,40.0896,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10725,"Collective spaces",0.296753177000301,0.010012624747952,27,1.604,3,0.140876,"High",93.17,59.6288,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10727,"Parks and public gardens",0.356692368977705,0.0120350079386957,29,1.647,3,0.116568,"High",98.67,67.4172,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10728,"Parks and public gardens",0.414286641348983,0.0139782721784054,28,1.622,3,0.097472,"High",81.29,53.6396,"C","Parks and public gardens_C_3_High","Parks and public gardens_Urban Gardens_C","true","Urban Gardens"
10730,"Collective spaces",0.290142660839864,0.00978958208881759,11,1.24,2,0.177422,"High",72.91,46.6624,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
10739,"Collective spaces",0.498597847853753,0.0168229813111353,9,1.188,2,0.26786,"High",85.36,54.6304,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10750,"Collective spaces",0.186885316290901,0.00630561924168116,6,1.13,2,0.202997,"High",63.99,40.9536,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
