"fid","CAT_LU","PA","PA_norm","FR.analysis.5_NP","FR.analysis.5_FR","Fragmentation","proximity.analysis.5_PI","Proximity","LC_EVAPO_Evapotranspirating","LC_analysis_ET_score","ET_score_2","SuitKey2","compat_key","unique_compat_Compatibility","Suitability.matrix_2_PLU"
10760,"Collective spaces",0.186374556907116,0.006288385923076,5,1.108,2,0.170799,"High",67.89,43.4496,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
10770,"Collective spaces",0.40752843894024,0.0137502464993766,15,1.327,2,0.251159,"High",98.2,62.8544,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10771,"Collective spaces",0.338589982635383,0.0114242228973347,19,1.421,3,0.259177,"High",99.37,63.5968,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10786,"Collective spaces",0.721339621687381,0.0243384182801118,19,1.408,3,0.225953,"High",79.27,50.7328,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10797,"Collective spaces",0.554583521142501,0.0187119704824327,14,1.299,2,0.242938,"High",43.83,28.1646,"A","Collective spaces_A_2_High","Collective spaces_Informal Recreational areas_A","true","Informal Recreational areas"
10798,"Collective spaces",0.198680651570767,0.0067036007127724,14,1.311,2,0.735233,"High",86.32,55.2448,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10800,"Collective spaces",0.250356673364991,0.00844717973666951,16,1.356,2,0.254624,"High",76.84,49.1776,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
10809,"Collective spaces",0.332570154246896,0.0112211103870989,12,1.262,2,0.23183,"High",99.13,63.4432,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10815,"Collective spaces",0.711508201028961,0.0240067004303248,13,1.271,2,0.110989,"High",99.91,64.8499,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10822,"Collective spaces",0.155148607948077,0.00523480424794117,17,1.381,3,0.106076,"High",98.71,64.7722,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
10836,"Collective spaces",0.40050375820452,0.0135132296866439,6,1.122,2,0.362311,"High",99.81,66.6816,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10841,"Collective spaces",0.198937625146654,0.00671227115064773,15,1.334,2,0.534392,"High",89.59,57.3376,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10846,"Allotment gardens",0.241919388293046,0.00816250083223169,12,1.265,2,2.154766,"High",99.88,59.3504,"C","Allotment gardens_C_2_High","Allotment gardens_Wild spaces_C","false","Wild spaces"
10852,"Collective spaces",0.311589120436296,0.0105131981062831,12,1.262,2,0.170177,"High",97.08,62.7852,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10862,"Collective spaces",0.515882132725907,0.0174061631331833,13,1.278,2,0.375682,"High",88.6,56.704,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10874,"Collective spaces",0.695164490719608,0.0234552541409507,13,1.272,2,0.283138,"High",89.15,57.485,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
10886,"Parks and public gardens",0.181534247779691,0.00612507107857496,13,1.289,2,0.279739,"High",96.98,62.0736,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
10896,"Farmlands",10.9577349898089,0.369720350257104,4,0.721,1,0.059506,"Low",97.72,56.8315,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
10897,"Farmlands",0.937221999715976,0.0316224152460269,15,1.309,2,0.127317,"High",99.64,58.105,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
10898,"Collective spaces",0.265136355497644,0.00894585480591104,16,1.355,2,0.358904,"High",69.88,44.7232,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
10900,"Farmlands",1.5641757285805,0.0527761986188106,13,1.242,2,0.074915,"High",99.69,58.0032,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
10904,"Farmlands",1.83007135108398,0.061747671534997,18,1.347,2,0.074774,"High",97.47,57.3399,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
10905,"Farmlands",0.791887092747511,0.0267187309756062,14,1.291,2,0.080373,"High",82.61,52.8704,"B","Farmlands_B_2_High","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
10908,"Collective spaces",0.255175102891959,0.00860975635072859,15,1.332,2,0.11574,"High",47.13,30.1632,"A","Collective spaces_A_2_High","Collective spaces_Informal Recreational areas_A","true","Informal Recreational areas"
10910,"Collective spaces",0.3156994652614,0.0106518835307643,18,1.398,3,0.225587,"High",79.79,51.0656,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10912,"Collective spaces",0.35520799402183,0.0119849242645505,17,1.374,3,0.306742,"High",59.52,38.0928,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10919,"Collective spaces",0.251036398940341,0.00847011407282848,18,1.401,3,0.124584,"High",67.97,43.5008,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
10926,"Parks and public gardens",7.08279433776876,0.238977599457767,18,1.17,2,0.244857,"High",97.83,61.0338,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
10928,"Farmlands",0.404327328963898,0.0136422391873942,15,1.327,2,0.190569,"High",99.37,58.1638,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
10931,"Farmlands",2.94273185735963,0.0992894840062855,12,1.174,2,0.066638,"Low",99.97,63.2788,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
10936,"Parks and public gardens",5.67440873271655,0.191457850195602,14,1.127,2,0.095499,"High",93.47,57.0117,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
10937,"Farmlands",2.67220509463681,0.0901617537261841,6,1.046,2,0.054577,"Low",94.57,55.393,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
10950,"Parks and public gardens",2.14966574674954,0.0725309722824207,11,1.177,2,0.067415,"Low",92.6,59.6274,"C","Parks and public gardens_C_2_Low","Parks and public gardens_Wild spaces_C","false","Wild spaces"
11014,"Woods and shrubs",0.340531025561391,0.0114897148143354,16,1.353,2,0.886293,"High",86.03,58.82,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
11076,"Farmlands",10.4874169950072,0.353851547632109,7,0.805,2,0.033237,"Low",84.78,50.2797,"B","Farmlands_B_2_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
11091,"Parks and public gardens",9.60454549278296,0.324062949775166,22,1.176,2,0.034746,"Low",93.42,56.4048,"C","Parks and public gardens_C_2_Low","Parks and public gardens_Wild spaces_C","false","Wild spaces"
11093,"Farmlands",11.2428718862925,0.379341034945791,18,1.03,2,0.03943,"Low",98.26,58.2184,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
11102,"Woods and shrubs",11.1427879703497,0.375964145425112,16,0.988,2,0.016955,"Low",99.42,69.1968,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
11116,"Parks and public gardens",2.08455791434346,0.0703341961581539,16,1.294,2,0.143873,"High",81.2,51.6107,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
11123,"Woods and shrubs",0.191834938681975,0.00647262237926117,12,1.267,2,0.088372,"High",97.54,68.278,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
11124,"Farmlands",0.107972079287722,0.00364304073874492,14,1.314,2,0.148659,"High",94.28,55.9328,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
11126,"Farmlands",0.18947452409515,0.00639298061856842,8,1.176,2,0.036213,"Low",95.77,61.2928,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
