fid,VEGETATION,CODE_MN,CODE_100,CODE_25,F_FORMAT,F_REGROUP,F_ESSENCE,OBJECTID,SHAPE_AREA,SHAPE_LEN,ID,CAT_LU,PA,PA_norm,Proximity,Fragmentation,ET_score,SuitKey,ET_score_2,SuitKey2,PLU final,compat_key,reassign_key,Final PLU,LC_analysis_ET_score,LC_EVAPO_Evapotranspirating,FR analysis 5_NP,FR analysis 5_FR,proximity analysis 5_PI,Suitability matrix_PLU,Suitability matrix_2_PLU,unique_compat_Compatibility,unique_reassign_reassign
"1250",Forêts fermées de feuillus,"9","4","6",,,,"202771",4219.886696525,377.187973029487,"3611",Woods and shrubs,0.311666183349561,0.0105157982537872,Low,"2",C,Woods and shrubs_C_2_Low,C,Woods and shrubs_C_2_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_Low_C_Wild spaces_true,Wild spaces,67.2859,100,"15",1.330,0.064628,Friche,Wild spaces,true,
"1258",Vigne,"19","5","10",,,,"203210",4386.686533565,308.058349837492,"3653",Farmlands,0.438589326188537,0.014798258896411,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.099,98.43,"30",1.667,0.056774,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1263",Cultures et prairies intensives,"10","5","10",,,,"203213",7409.837898515,466.462394339855,"3660",Farmlands,0.740849472024525,0.0249966919750699,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,64.1614,100,"28",1.611,0.047271,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1264",Forêts fermées de feuillus,"9","4","6",,,,"203215",21414.69070226,636.685940060882,"3662",Woods and shrubs,2.14107905895753,0.0722412524433334,Low,"3",C,Woods and shrubs_C_3_Low,C,Woods and shrubs_C_3_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_3_Low_C_Wild spaces_true,Wild spaces,67.8743,99.59,"24",1.473,0.034548,Friche,Wild spaces,true,
"1265",Cultures et prairies intensives,"10","5","10",,,,"203216",4314.395079295,860.03612108035,"3664",Farmlands,0.431361013278634,0.0145543714157133,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,62.725,99.82,"21",1.462,0.042212,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1272",Vigne,"19","5","10",,,,"203483",11505.75024871,504.377086135707,"3686",Farmlands,1.1408548769278,0.0384931069315473,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.9914,99.92,"22",1.462,0.045372,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1277",Prairies extensives,"5","3","9",,,,"203490",2971.306630855,456.434816484772,"3691",Farmlands,0.297076712285085,0.0100235410165898,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,63.9442,100,"23",1.513,0.048071,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1280",Cultures et prairies intensives,"10","5","10",,,,"203493",360.132317845,76.1833324678048,"3696",Farmlands,0.0360066984689794,0.00121488694350923,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.0294,100,"23",1.522,0.048280,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1281",Cultures et prairies intensives,"10","5","10",,,,"203494",6289.198957355,381.82162723992,"3697",Farmlands,0.628805855260417,0.0212162751943551,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,63.8386,100,"23",1.502,0.051348,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1282",Vigne,"19","5","10",,,,"203496",3216.47135498,305.716887637009,"3698",Farmlands,0.321588822560757,0.0108505938705866,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.9438,99.2,"27",1.603,0.060121,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1283",Vigne,"19","5","10",,,,"203497",4853.545084305,271.453785006982,"3699",Farmlands,0.485266894050472,0.016373187178133,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,57.8074,99.55,"29",1.643,0.074946,Micro-forest,Urban Gardens,false,Allotment gardens
"1284",Vigne,"19","5","10",,,,"203499",3017.65935135,252.117289792991,"3701",Farmlands,0.30171130224634,0.0101799147768027,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.0456,99.61,"27",1.604,0.066805,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1286",Vigne,"19","5","10",,,,"203505",5918.52626727,356.703334289324,"3705",Farmlands,0.59174499434114,0.0199658201967988,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.0678,100,"22",1.480,0.041174,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1287",Vigne,"19","5","10",,,,"203506",4481.462318095,290.836524136943,"3706",Farmlands,0.448064634407405,0.0151179613054154,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.1128,100,"21",1.462,0.041730,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1289",Vigne,"19","5","10",,,,"203508",2765.82973485,241.308115027067,"3708",Farmlands,0.276532767562487,0.0093303763757616,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.2322,100,"26",1.582,0.043928,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1291",Cultures et prairies intensives,"10","5","10",,,,"203511",223.403227175,179.414503639117,"3711",Farmlands,0.0223362611890538,0.000753638440602145,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58,100,"24",1.544,0.041797,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1299",végétation urbaine,"28","2","4",,,,"208090",39258.03900939,3885.17370383024,"3743",Parks and public gardens,20.4772919496449,0.690915737511529,Low,"1",A,Parks and public gardens_A_1_Low,C,Parks and public gardens_C_1_Low,Natural Park,Parks and public gardens_Natural Park_C,Parks and public gardens_1_Low_C_Natural Park_true,Natural Park,60.5071,93,"1",0.332,0.052121,Local Urban Parks,Natural Park,true,
"1300",Cultures et prairies intensives,"10","5","10",,,,"207072",86159.344653235,1227.4501491271,"3748",Farmlands,8.61432653799977,0.290652386448515,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,57.9978,99.87,"7",0.868,0.030273,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1302",Cultures et prairies intensives,"10","5","10",,,,"207299",22887.101553125,708.384350038595,"3754",Farmlands,2.91283033298258,0.098280589186673,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,59.2874,99.98,"9",1.107,0.031873,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1319",Forêts ouvertes,"11","4","6",,,,"211283",582.17268146,204.907846187621,"3803",Parks and public gardens,0.41442085273167,0.0139828005484985,High,"2",B,Parks and public gardens_B_2_High,C,Parks and public gardens_C_2_High,Friche,Parks and public gardens_Wild spaces_C,Parks and public gardens_2_High_C_Wild spaces_false,Informal Recreational areas,64.4808,93.83,"1",1.009,0.237312,Community Supported Agriculture,Wild spaces,false,Informal Recreational areas
"1356",Vigne,"19","5","10",,,,"215221",9034.52959236,444.15170396244,"4051",Farmlands,0.903291330843268,0.030477574748265,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.2918,99.99,"22",1.470,0.070547,Micro-forest,Urban Gardens,false,Allotment gardens
"1359",Cultures et prairies intensives,"10","5","10",,,,"215509",7183.36739054,403.573264997079,"4060",Farmlands,0.718208222080395,0.0242327630365267,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.6306,100,"23",1.499,0.089109,Micro-forest,Urban Gardens,false,Allotment gardens
"1360",Prairies extensives,"5","3","9",,,,"215510",4203.47990975,344.712485809598,"4061",Farmlands,0.42027275134176,0.0141802470103635,High,"3",B,Farmlands_B_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,63.0361,100,"24",1.531,0.073086,Allotment gardens,Urban Gardens,false,Allotment gardens
"1363",Cultures et prairies intensives,"10","5","10",,,,"215514",2403.08126472,217.449392475851,"4072",Farmlands,0.240265006236205,0.00810668101964424,High,"3",B,Farmlands_B_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,61.6896,96.39,"24",1.537,0.098489,Allotment gardens,Urban Gardens,false,Allotment gardens
"1364",Cultures et prairies intensives,"10","5","10",,,,"215515",321.527404785,356.71616891109,"4073",Farmlands,0.0321469848684035,0.00108465796228051,High,"2",B,Farmlands_B_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,62.7706,100,"14",1.317,0.085178,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1367",Vigne,"19","5","10",,,,"215519",7342.05489017,354.597053817288,"4077",Farmlands,0.734074533203407,0.0247681015997557,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.0922,99.89,"16",1.339,0.074853,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1373",Cultures et prairies intensives,"10","5","10",,,,"215527",31946.274903225,1328.2972622238,"4097",Farmlands,3.19405812422916,0.107769378391597,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.5516,98.07,"16",1.256,0.075695,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1406",Cultures et prairies intensives,"10","5","10",,,,"216541",10148.6516467,470.657933698296,"4220",Farmlands,1.01468487538033,0.0342360577140354,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.1206,100,"12",1.239,0.068637,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1413",Cultures et prairies intensives,"10","5","10",,,,"216702",64132.958415235,1896.86875691275,"4262",Farmlands,6.41214799336423,0.216349601830292,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,58.2006,94.17,"22",1.284,0.057980,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1419",Cultures et prairies intensives,"10","5","10",,,,"216418",11327.09957765,753.973439366286,"4274",Farmlands,1.1325068586432,0.0382114399404214,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.0783,89.08,"27",1.576,0.050510,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1445",Cultures et prairies intensives,"10","5","10",,,,"215786",4271.606883155,271.804620351598,"4427",Farmlands,0.427084381144801,0.0144100753607428,High,"3",B,Farmlands_B_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,64.1968,100,"20",1.441,0.073599,Allotment gardens,Urban Gardens,false,Allotment gardens
"1452",Vigne,"19","5","10",,,,"215815",2765.594803775,258.006765737243,"4470",Farmlands,0.276510102049634,0.00932961162817841,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.0432,100,"18",1.400,0.087878,Micro-forest,Urban Gardens,false,Allotment gardens
"1461",Cultures et prairies intensives,"10","5","10",,,,"190948",44512.58191581,1900.51332389368,"4514",Farmlands,4.45057018890008,0.150164826089909,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.1912,98.32,"24",1.395,0.052273,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1471",Forêts fermées de feuillus,"9","4","6",,,,"191686",2047.426698845,255.350135391159,"4533",Woods and shrubs,0.2047109432422,0.00690706626025901,High,"2",C,Woods and shrubs_C_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,69.433,99.19,"2",1.038,0.074211,Friche,Wild spaces,true,
"1474",Forêts fermées de feuillus,"9","4","6",,,,"190961",1386.124191325,293.449956256381,"4537",Woods and shrubs,0.138590969162175,0.00467613988737327,Low,"3",C,Woods and shrubs_C_3_Low,C,Woods and shrubs_C_3_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_3_Low_C_Wild spaces_true,Wild spaces,69.8278,100,"22",1.495,0.049027,Friche,Wild spaces,true,
"1480",Cultures et prairies intensives,"10","5","10",,,,"190713",509.046844635,111.384090626178,"4550",Farmlands,0.0508967115555541,0.00171728464329128,High,"2",C,Farmlands_C_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,67.2376,100,"11",1.248,0.103646,Friche,Wild spaces,false,Community Supported Agriculture
"1484",Vigne,"19","5","10",,,,"191452",1794.152766975,214.117491109136,"4557",Farmlands,0.179387578788772,0.00605264121857683,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.0166,99.98,"30",1.676,0.061776,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1485",Forêts fermées de feuillus,"9","4","6",,,,"191455",6660.36103325,476.788890665079,"4559",Woods and shrubs,0.665930743777601,0.0224688905202956,High,"2",C,Woods and shrubs_C_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,69.4214,99.92,"11",1.228,0.149583,Friche,Wild spaces,true,
"1487",Cultures et prairies intensives,"10","5","10",,,,"191698",16384.475647065,1407.81420354348,"4562",Farmlands,1.63819421565318,0.0552736254128938,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.3162,95.65,"33",1.695,0.075714,Micro-forest,Urban Gardens,false,Allotment gardens
"1493",Cultures et prairies intensives,"10","5","10",,,,"190719",421.481920485,145.272608434066,"4569",Farmlands,0.0421415660495739,0.00142188094297972,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,59.808,93.45,"11",1.249,0.074664,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1495",Vigne,"19","5","10",,,,"191224",1106.167106935,132.092555145216,"4571",Farmlands,0.110599583932851,0.00373169427331229,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.3762,99.94,"28",1.632,0.068178,Micro-forest,Urban Gardens,false,Allotment gardens
"1502",Vigne,"19","5","10",,,,"191949",2199.81713836,195.93584124487,"4583",Farmlands,0.219947626766749,0.00742116082220013,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,57.7578,99.24,"32",1.720,0.080119,Micro-forest,Urban Gardens,false,Allotment gardens
"1506",Verger,"20","5","10",,,,"190724",4830.76306951,423.457587620363,"4588",Farmlands,0.4830014574209,0.0162967500289457,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.9606,99.93,"27",1.598,0.063546,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1508",Cultures et prairies intensives,"10","5","10",,,,"191950",989.140424915,241.781284587522,"4591",Farmlands,0.0988987380257182,0.00333690092860075,High,"3",A,Farmlands_A_3_High,B,Farmlands_B_3_High,Allotment gardens,Farmlands_Allotment gardens_B,Farmlands_3_High_B_Allotment gardens_true,Allotment gardens,49.6174,76.33,"34",1.770,0.097395,Micro-forest,Allotment gardens,true,
"1509",Vigne,"19","5","10",,,,"191958",2564.38172791,208.810641470956,"4593",Farmlands,0.256398497871659,0.00865103440872305,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,56.8458,98.01,"33",1.741,0.085294,Micro-forest,Urban Gardens,false,Allotment gardens
"1517",Cultures et prairies intensives,"10","5","10",,,,"192384",1628.971636845,462.338153661928,"4605",Farmlands,0.162871821225797,0.00549538995482356,High,"2",B,Farmlands_B_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,64.195,97.54,"3",1.063,0.096738,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1520",Forêts fermées de feuillus,"9","4","6",,,,"193520",6287.42417813,378.322586566104,"4608",Woods and shrubs,1.29371829700163,0.0436508076118209,High,"2",B,Woods and shrubs_B_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,62.5428,94.08,"11",1.206,0.087204,Community Supported Agriculture,Wild spaces,true,
"1529",Cultures et prairies intensives,"10","5","10",,,,"193069",2017.6195164,523.154305641154,"4619",Farmlands,0.201730145109604,0.00680649239799148,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.7948,92.6,"11",1.243,0.091674,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1531",Prairies sèches,"6","3","9",,,,"193071",1976.533852055,187.847049353093,"4621",Farmlands,0.197622284245201,0.00666789078378864,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,56.9126,97.22,"11",1.243,0.080718,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1544",Cultures et prairies intensives,"10","5","10",,,,"193975",1355.482595175,277.638976868538,"4638",Farmlands,0.135526870510287,0.00457275541714727,High,"2",B,Farmlands_B_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,64.1116,97.99,"11",1.245,0.079878,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1545",Forêts fermées de feuillus,"9","4","6",,,,"193977",38.968612555,39.0310346307573,"4640",Woods and shrubs,0.168724137355682,0.00569285050404915,High,"2",A,Woods and shrubs_A_2_High,B,Woods and shrubs_B_2_High,Community Supported Agriculture,Woods and shrubs_Community Supported Agriculture_B,Woods and shrubs_2_High_B_Community Supported Agriculture_false,Wild spaces,51.6103,100,"11",1.244,0.077750,Informal Recreational areas,Community Supported Agriculture,false,Wild spaces
"1549",Prairies extensives,"5","3","9",,,,"194184",661.69323054,114.034200548974,"4647",Farmlands,0.0661588709328324,0.0022322387753172,High,"2",B,Farmlands_B_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,61.8624,96.66,"10",1.225,0.080163,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"1550",Forêts fermées de feuillus,"9","4","6",,,,"194185",1016.611689115,278.374933970652,"4648",Woods and shrubs,0.247147345832467,0.00833889515956319,High,"2",C,Woods and shrubs_C_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,66.0148,97.27,"11",1.242,0.078303,Friche,Wild spaces,true,
"1575",Cultures et prairies intensives,"10","5","10",,,,"217771",5492.997811215,600.972140478327,"4701",Farmlands,0.549214424103525,0.0185308140263165,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,57.6448,89.65,"26",1.572,0.233904,Micro-forest,Urban Gardens,false,Allotment gardens
"1585",Cultures et prairies intensives,"10","5","10",,,,"218942",159.21089622,92.5159089777741,"4753",Farmlands,0.0159186284406635,0.000537103779947999,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,53.4656,83.54,"16",1.363,0.067340,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1590",Cultures et prairies intensives,"10","5","10",,,,"219835",868.814895695,123.146017886274,"4767",Farmlands,0.0868678998059651,0.00293097345137753,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.4884,89.95,"11",1.247,0.118171,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1592",Forêts fermées de feuillus,"9","4","6",,,,"220134",9495.542097785,475.131734860644,"4774",Woods and shrubs,0.949405988127139,0.032033510099762,High,"2",C,Woods and shrubs_C_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,69.327,99.08,"10",1.195,0.105003,Friche,Wild spaces,true,
"1641",Verger,"20","5","10",,,,"219281",1808.290023995,505.888122736723,"5001",Farmlands,0.180800904509053,0.00610032765019937,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58,100,"24",1.539,0.059524,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1647",végétation urbaine,"28","2","4",,,,"218719",2883.24900753,256.481894458791,"5025",Parks and public gardens,0.531786823877244,0.0179427966608852,High,"3",A,Parks and public gardens_A_3_High,B,Parks and public gardens_B_3_High,Allotment gardens,Parks and public gardens_Allotment gardens_B,Parks and public gardens_3_High_B_Allotment gardens_false,Urban Gardens,44.4096,69.39,"30",1.664,0.248295,Micro-forest,Allotment gardens,false,Urban Gardens
"1652",Forêts fermées de feuillus,"9","4","6",,,,"218008",2239.42855097,171.90321565128,"5054",Woods and shrubs,0.209001926503445,0.00705184653061327,High,"2",A,Woods and shrubs_A_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,55.146,78.78,"9",1.198,0.225407,Informal Recreational areas,Wild spaces,true,
"1658",végétation urbaine,"28","2","4",,,,"218721",10776.38422758,1056.62579451923,"5068",Collective spaces,1.89630756830349,0.063982520019002,High,"3",A,Collective spaces_A_3_High,B,Collective spaces_B_3_High,Allotment gardens,Collective spaces_Allotment gardens_B,Collective spaces_3_High_B_Allotment gardens_true,Allotment gardens,50.0968,77.14,"32",1.663,0.741610,Micro-forest,Allotment gardens,true,
"1661",Verger,"20","5","10",,,,"218999",9304.901255755,630.79967564632,"5077",Farmlands,0.930346117743384,0.0313904189900855,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58,100,"24",1.514,0.050920,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"1667",Végétation arborée perturbée,"8","4","6",,,,"218470",7706.32350003,556.663743816686,"5108",Parks and public gardens,0.702304697425092,0.0236961688670793,High,"3",A,Parks and public gardens_A_3_High,C,Parks and public gardens_C_3_High,Urban Gardens,Parks and public gardens_Urban Gardens_C,Parks and public gardens_3_High_C_Urban Gardens_true,Urban Gardens,57.2188,84.34,"33",1.726,0.520593,Micro-forest,Urban Gardens,true,
"1681",végétation urbaine,"28","2","4",,,,"218746",987.10253438,136.558188896868,"5162",Parks and public gardens,0.548846103040919,0.0185183866594929,High,"3",A,Parks and public gardens_A_3_High,C,Parks and public gardens_C_3_High,Urban Gardens,Parks and public gardens_Urban Gardens_C,Parks and public gardens_3_High_C_Urban Gardens_true,Urban Gardens,54.1248,84.57,"23",1.504,0.143293,Micro-forest,Urban Gardens,true,
"1693",Vigne,"19","5","10",,,,"219346",11982.72489284,592.771476352071,"5238",Farmlands,1.19808802051933,0.0404241864762395,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.3366,100,"36",1.778,0.078515,Micro-forest,Urban Gardens,false,Allotment gardens
"1697",Forêts fermées de feuillus,"9","4","6",,,,"219914",1649.73399972,159.484490769043,"5251",Woods and shrubs,0.164947959974455,0.00556544008343589,High,"3",C,Woods and shrubs_C_3_High,C,Woods and shrubs_C_3_High,Urban Gardens,Woods and shrubs_Urban Gardens_C,Woods and shrubs_3_High_C_Urban Gardens_true,Urban Gardens,70,100,"36",1.812,0.109568,Urban Gardens,Urban Gardens,true,
